исследователь	s	32.9
истина	s	66.4
истинный	a	69.4
исток	s	20.2
историк	s	44.0
исторический	a	176.1
история	s	592.7
источник	s	141.6
истребитель	s	26.6
исход	s	32.7
исходить	v	71.6
исчезать	v	35.9
исчезнуть	v	75.7
итак	conj	68.0
итальянец	s	22.4
итальянский	a	66.5
итог	s	200.2
их	apro	1155.8
июль	s	129.2
июнь	s	133.5
к	pr	5396.0
кабина	s	25.4
кабинет	s	150.5
кавказский	a	24.9
кадр	s	97.7
кадровый	a	39.0
каждый	apro	952.9
кажется	adv	124.2
казак	s	29.8
казаться	v	413.5
казачий	a	20.6
казнь	s	25.4
как	advpro	2041.8
как	conj	4271.7
каков	apro	59.4
какой	apro	938.9
какой-либо	apro	79.7
какой-нибудь	apro	129.9
какой-то	apro	661.6
как-то	advpro	246.6
календарь	s	20.5
калужский	a	25.0
каменный	a	38.3
комплект	s	24.7
композитор	s	72.5
композиция	s	32.2
компонент	s	25.9
компромисс	s	29.0
компьютер	s	76.5
компьютерный	a	41.0
комсомол	s	21.2
комсомольский	a	33.6
конгресс	s	32.8
конец	s	710.8
конечно	adv	677.2
конечный	a	56.8
конкретно	adv	23.0
конкретный	a	137.2
конкурент	s	54.5
конкуренция	s	52.1
конкурировать	v	20.5
конкурс	s	131.8
консерватория	s	30.9
конституционный	a	39.5
конституция	s	70.6
конструктор	s	41.9
конструкция	s	68.7
консультант	s	20.8
консультация	s	25.0
контакт	s	67.1
контекст	s	31.9
континент	s	23.4
контора	s	21.7
контракт	s	85.8
контролировать	v	57.0
контроль	s	157.3
контрольный	a	27.8
конференция	s	86.4
конфликт	s	121.3
концепция	s	90.0
концерн	s	31.4
концерт	s	174.5
концертный	a	24.7
кончаться	v	26.0
кончиться	v	62.0
конь	s	31.5
коньяк	s	22.7
кооператив	s	20.6
копейка	s	35.4
копия	s	34.0
корабль	s	103.4
коренной	a	31.9
корень	s	64.5
коридор	s	68.2
кормить	v	43.9
коробка	s	44.9
корова	s	32.6
королева	s	27.2
королевский	a	26.9
король	s	62.1
короткий	a	137.5
коротко	adv	20.2
корпоративный	a	35.3
ли	conj	113.8
ли	part	954.8
либеральный	a	48.9
либо	conj	188.6
лига	s	26.8
лидер	s	186.4
ликвидация	s	35.9
ликвидировать	v	25.8
линия	s	157.2
лирический	a	20.9
лист	s	94.6
литератор	s	30.9
литература	s	201.4
литературный	a	134.5
литр	s	25.9
лифт	s	24.2
лицензия	s	42.6
лицо	s	567.4
лично	adv	108.8
личной	a	35.4
личность	s	121.2
личный	a	191.6
лишение	s	26.2
лишить	v	61.9
лишиться	v	24.7
лишний	a	90.9
лишь	part	644.3
лоб	s	31.0
ловить	v	35.9
логика	s	58.8
лодка	s	50.5
ложа	s	23.0
ложиться	v	29.2
ложка	s	37.5
ложный	a	23.7
ложь	s	34.6
лозунг	s	43.7
локомотив	s	21.0
ломать	v	24.4
лондонский	a	20.5
лошадиный	a	34.5
лошадь	s	61.7
лук	s	21.6
луна	s	30.5
луч	s	30.9
лучше	part	84.9
лучший	a	556.0
лыжа	s	20.9
льгота	s	54.8
любимый	a	148.5
любитель	s	51.8
любить	v	476.9
любовный	a	27.7
любовь	s	322.4
любой	apro	505.2
любопытный	a	37.0
любопытство	s	23.7
магазин	s	173.1
май	s	152.6
майор	s	25.2
модернизация	s	46.8
модный	a	53.9
может	adv	123.1
можно	adv	1264.9
мозг	s	62.2
мой	apro	1754.6
мокрый	a	24.6
мол	part	83.1
молитва	s	33.3
молиться	v	27.9
молодежный	a	36.9
молодежь	s	100.6
молодой	a	444.2
молодость	s	47.3
молоко	s	49.6
молча	adv	30.4
молчание	s	28.4
молчать	v	59.0
момент	s	339.1
монастырь	s	65.3
монолог	s	24.6
монополия	s	30.4
мораль	s	25.4
моральный	a	54.9
море	s	155.5
мороз	s	54.6
морской	a	92.6
моряк	s	26.1
москвич	s	93.6
московский	a	444.1
мост	s	58.7
мотив	s	51.3
мотор	s	56.6
мочь	v	2834.0
мощность	s	71.6
мощный	a	99.8
мрачный	a	31.6
мудрость	s	26.1
мудрый	a	31.0
муж	s	186.0
мужество	s	25.7
мужик	s	57.3
мужской	a	67.8
мужчина	s	192.6
музей	s	145.5
музыка	s	261.1
музыкальный	a	119.9
музыкант	s	68.7
мука	s	38.1
муниципальный	a	59.2
мусор	s	23.4
мусульманин	s	24.2
мусульманский	a	20.2
мучительный	a	22.1
мучить	v	20.7
мы	spro	5433.1
мыслить	v	23.3
мысль	s	273.0
мыть	v	21.6
мышление	s	32.7
нация	s	75.2
начало	s	503.4
начальник	s	248.4
начальный	a	28.2
начальство	s	64.5
начать	v	509.7
начаться	v	271.8
начинать	v	324.4
начинаться	v	129.7
наш	apro	2323.0
не	part	16957.5
небесный	a	24.2
небо	s	120.3
небольшой	a	228.9
неведомый	a	23.1
невероятный	a	47.6
невеста	s	24.5
невидимый	a	22.3
невозможно	adv	136.6
невозможный	a	78.1
невольно	adv	29.4
невысокий	a	21.9
негативный	a	38.3
недавний	a	62.5
недавно	adv	180.3
недалеко	adv	28.9
недаром	adv	26.0
недвижимость	s	38.2
неделя	s	289.2
недоверие	s	24.1
недовольный	a	31.9
недовольство	s	25.7
недолго	adv	25.8
недостаток	s	77.3
недостаточно	adv	38.9
недостаточный	a	23.5
недоумение	s	21.1
недра	s	22.9
нежели	conj	34.9
нежный	a	40.7
независимо	adv	37.0
независимость	s	41.6
независимый	a	75.8
незадолго	adv	25.1
незаконный	a	39.9
незаметно	adv	26.2
незнакомый	a	36.2
незначительный	a	22.6
неизбежно	adv	28.0
неизбежный	a	35.1
неизвестно	adv	42.4
